SamplePic,SampleSound,SampleMovie,r,c,Correct,r_1,c_1,Foil1,r_2,c_2,Foil2,r_3,c_3,Foil3,r_4,c_4,Foil4,r_5,c_5,SampleMode,Feedback,Correct_1,RT,Comment,filename,trial,correct,shape_combination,session,cont_trial,condition,test_shape
none,Sugar Cane.wav,none,0,0,Sugar Cane_01.jpg,2,1,Mushroom_01.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),3464,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,16,1,Sugar Cane_01.jpg_Mushroom_01.jpg,16,1516,regular,"NA"
none,Peanut.wav,none,0,0,Peanut_01.jpg,1,2,Cereal_02.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),824,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,17,1,Peanut_01.jpg_Cereal_02.jpg,16,1517,regular,"NA"
none,Cereal.wav,none,0,0,Cereal_02.jpg,3,1,Blanket_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1208,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,18,1,Cereal_02.jpg_Blanket_01.jpg,16,1518,regular,"NA"
none,Car.wav,none,0,0,Car_02.jpg,3,1,Brush_02.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1916,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,19,1,Car_02.jpg_Brush_02.jpg,16,1519,regular,"NA"
none,Spoon.wav,none,0,0,Spoon_02.jpg,3,2,Egg_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1556,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,20,1,Spoon_02.jpg_Egg_02.jpg,16,1520,regular,"NA"
none,Key.wav,none,0,0,Key_01.jpg,1,1,Fish_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES,936,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,21,1,Key_01.jpg_Fish_02.jpg,16,1521,regular,"NA"
none,Vitamin.wav,none,0,0,Vitamin_01.jpg,3,1,Groom_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,NO,2435,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,22,0,Vitamin_01.jpg_Groom_01.jpg,16,1522,regular,"NA"
none,Pinecone.wav,none,0,0,Pinecone_02.jpg,3,2,Blackberries_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),936,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,23,1,Pinecone_02.jpg_Blackberries_01.jpg,16,1523,regular,"NA"
none,gugu.wav,none,0,0,RSlide2.jpg,2,3,ESlide34.jpg,1,1,none,0,0,none,0,0,none,0,0,2,no,NO,896,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,24,0,RSlide2.jpg_ESlide34.jpg,16,1524,test,round
none,Sugar Cane.wav,none,0,0,Sugar Cane_02.jpg,2,1,Tv_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1032,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,25,1,Sugar Cane_02.jpg_Tv_02.jpg,16,1525,regular,"NA"
none,Yogurt.wav,none,0,0,Yogurt_02.jpg,1,3,Strawberries_02.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1693,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,26,1,Yogurt_02.jpg_Strawberries_02.jpg,16,1526,regular,"NA"
none,Fridge.wav,none,0,0,Fridge_02.jpg,2,2,Rock_02.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,NO,5788,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,27,0,Fridge_02.jpg_Rock_02.jpg,16,1527,regular,"NA"
none,Brush.wav,none,0,0,Brush_01.jpg,3,1,Bird_01.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),980,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,28,1,Brush_01.jpg_Bird_01.jpg,16,1528,regular,"NA"
none,Gorilla.wav,none,0,0,Gorilla_01.jpg,3,2,Spoon_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1929,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,29,1,Gorilla_01.jpg_Spoon_01.jpg,16,1529,regular,"NA"
none,Bowl.wav,none,0,0,Bowl_01.jpg,3,1,Straw_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1328,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,30,1,Bowl_01.jpg_Straw_01.jpg,16,1530,regular,"NA"
none,Swelling.wav,none,0,0,Swelling_02.jpg,2,2,Knife_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1480,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,31,1,Swelling_02.jpg_Knife_02.jpg,16,1531,regular,"NA"
none,Ear.wav,none,0,0,Ear_02.jpg,1,3,Fire_01.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1016,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,32,1,Ear_02.jpg_Fire_01.jpg,16,1532,regular,"NA"
none,gogo.wav,none,0,0,RSlide27.jpg,3,3,Eshape4.jpg,1,1,none,0,0,none,0,0,none,0,0,2,no,NO,1432,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,33,0,RSlide27.jpg_Eshape4.jpg,16,1533,test,round
none,Blueberry.wav,none,0,0,Blueberry_01.jpg,3,3,Shoe_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES,864,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,34,1,Blueberry_01.jpg_Shoe_01.jpg,16,1534,regular,"NA"
none,Squirrel.wav,none,0,0,Squirrel_01.jpg,3,1,Coconut_02.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1304,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,35,1,Squirrel_01.jpg_Coconut_02.jpg,16,1535,regular,"NA"
none,Car.wav,none,0,0,Car_01.jpg,3,2,Bread_01.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1240,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,36,1,Car_01.jpg_Bread_01.jpg,16,1536,regular,"NA"
none,Watermelon.wav,none,0,0,Watermelon_01.jpg,2,1,Cheese_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,NO,2076,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,37,0,Watermelon_01.jpg_Cheese_02.jpg,16,1537,regular,"NA"
none,Oil.wav,none,0,0,Oil_01.jpg,1,1,Car_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),2640,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,38,1,Oil_01.jpg_Car_02.jpg,16,1538,regular,"NA"
none,Cheese.wav,none,0,0,Cheese_01.jpg,3,1,Carrot_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES,1056,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,39,1,Cheese_01.jpg_Carrot_01.jpg,16,1539,regular,"NA"
none,Potato.wav,none,0,0,Potato_01.jpg,3,2,Sweet Potato_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),735,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,40,1,Potato_01.jpg_Sweet Potato_02.jpg,16,1540,regular,"NA"
none,Peas.wav,none,0,0,Peas_01.jpg,2,1,Matata_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1049,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,41,1,Peas_01.jpg_Matata_01.jpg,16,1541,regular,"NA"
none,Shirt.wav,none,0,0,Shirt_01.jpg,1,1,Bunny_02.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1228,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,42,1,Shirt_01.jpg_Bunny_02.jpg,16,1542,regular,"NA"
none,Coconut.wav,none,0,0,Coconut_01.jpg,2,3,Balloon_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1339,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,43,1,Coconut_01.jpg_Balloon_01.jpg,16,1543,regular,"NA"
none,Lettuce.wav,none,0,0,Lettuce_01.jpg,2,1,Orange_02.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1657,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,44,1,Lettuce_01.jpg_Orange_02.jpg,16,1544,regular,"NA"
none,Dog.wav,none,0,0,Dog_02.jpg,1,1,Phone_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1084,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,45,0,Dog_02.jpg_Phone_01.jpg,16,1545,regular,"NA"
none,Pillow.wav,none,0,0,Pillow_01.jpg,2,1,Coconut_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1529,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,46,1,Pillow_01.jpg_Coconut_01.jpg,16,1546,regular,"NA"
none,lulu.wav,none,0,0,RSlide33.jpg,3,3,ESlide46.jpg,1,1,none,0,0,none,0,0,none,0,0,2,no,NO,895,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,47,0,RSlide33.jpg_ESlide46.jpg,16,1547,test,round
none,Vitamin.wav,none,0,0,Vitamin_02.jpg,3,1,Spoon_02.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1584,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,48,0,Vitamin_02.jpg_Spoon_02.jpg,16,1548,regular,"NA"
none,Bug.wav,none,0,0,Bug_02.jpg,1,3,Stethoscope_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1955,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,49,0,Bug_02.jpg_Stethoscope_02.jpg,16,1549,regular,"NA"
none,Ice.wav,none,0,0,Ice_02.jpg,1,1,Bowl_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1280,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,50,1,Ice_02.jpg_Bowl_02.jpg,16,1550,regular,"NA"
none,Apple.wav,none,0,0,Apple_02.jpg,3,3,Elikya_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1460,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,51,1,Apple_02.jpg_Elikya_01.jpg,16,1551,regular,"NA"
none,Bowl.wav,none,0,0,Bowl_02.jpg,3,3,Jelly_01.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,NO,1752,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,52,0,Bowl_02.jpg_Jelly_01.jpg,16,1552,regular,"NA"
none,Mushroom.wav,none,0,0,Mushroom_02.jpg,2,3,Snake_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES,1532,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,53,1,Mushroom_02.jpg_Snake_01.jpg,16,1553,regular,"NA"
none,kiki.wav,none,0,0,ESlide8.jpg,3,3,RSlide17.jpg,1,1,none,0,0,none,0,0,none,0,0,2,no,NO,1096,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,54,0,ESlide8.jpg_RSlide17.jpg,16,1554,test,edgy
none,Hand.wav,none,0,0,Hand_01.jpg,1,3,Ear_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES,1595,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,55,1,Hand_01.jpg_Ear_01.jpg,16,1555,regular,"NA"
none,Banana.wav,none,0,0,Banana_01.jpg,3,1,Bread_02.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1012,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,56,1,Banana_01.jpg_Bread_02.jpg,16,1556,regular,"NA"
none,Apricot.wav,none,0,0,Apricot_02.jpg,2,2,Swelling_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1088,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,57,1,Apricot_02.jpg_Swelling_01.jpg,16,1557,regular,"NA"
none,Cheese.wav,none,0,0,Cheese_02.jpg,3,2,Shoe_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1208,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,58,1,Cheese_02.jpg_Shoe_02.jpg,16,1558,regular,"NA"
none,Pineapple.wav,none,0,0,Pineapple_02.jpg,3,2,Ice_01.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1588,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,59,1,Pineapple_02.jpg_Ice_01.jpg,16,1559,regular,"NA"
none,Pineapple.wav,none,0,0,Pineapple_01.jpg,2,2,Mushroom_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),2347,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,60,1,Pineapple_01.jpg_Mushroom_02.jpg,16,1560,regular,"NA"
none,Teco.wav,none,0,0,Teco_02.jpg,3,1,Blanket_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),955,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,61,1,Teco_02.jpg_Blanket_01.jpg,16,1561,regular,"NA"
none,Shirt.wav,none,0,0,Shirt_01.jpg,1,2,Camera_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1423,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,62,1,Shirt_01.jpg_Camera_01.jpg,16,1562,regular,"NA"
none,Strawberries.wav,none,0,0,Strawberries_01.jpg,3,3,Melon_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1663,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,63,1,Strawberries_01.jpg_Melon_01.jpg,16,1563,regular,"NA"
none,Foot.wav,none,0,0,Foot_02.jpg,2,3,Pear_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1880,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,64,1,Foot_02.jpg_Pear_01.jpg,16,1564,regular,"NA"
none,Popsicle.wav,none,0,0,Popsicle_02.jpg,3,2,Water_02.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1032,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,65,1,Popsicle_02.jpg_Water_02.jpg,16,1565,regular,"NA"
none,String.wav,none,0,0,String_02.jpg,2,1,Spoon_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1256,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,66,1,String_02.jpg_Spoon_02.jpg,16,1566,regular,"NA"
none,Camera.wav,none,0,0,Camera_02.jpg,1,3,Noodles_01.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1684,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,67,1,Camera_02.jpg_Noodles_01.jpg,16,1567,regular,"NA"
none,Spoon.wav,none,0,0,Spoon_01.jpg,1,1,Bunny_02.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1072,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,68,1,Spoon_01.jpg_Bunny_02.jpg,16,1568,regular,"NA"
none,Toothbrush.wav,none,0,0,Toothbrush_01.jpg,2,1,Fish_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1603,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,69,1,Toothbrush_01.jpg_Fish_01.jpg,16,1569,regular,"NA"
none,keke.wav,none,0,0,ESlide22.jpg,1,3,Rshape5.jpg,2,1,none,0,0,none,0,0,none,0,0,2,no,NO,939,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,70,0,ESlide22.jpg_Rshape5.jpg,16,1570,test,edgy
none,Tv.wav,none,0,0,Tv_01.jpg,1,1,Juice_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1471,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,71,1,Tv_01.jpg_Juice_01.jpg,16,1571,regular,"NA"
none,Fridge.wav,none,0,0,Fridge_02.jpg,2,2,Elikya_01.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1172,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,72,1,Fridge_02.jpg_Elikya_01.jpg,16,1572,regular,"NA"
none,Straw.wav,none,0,0,Straw_02.jpg,2,3,Phone_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1848,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,73,1,Straw_02.jpg_Phone_02.jpg,16,1573,regular,"NA"
none,Dog.wav,none,0,0,Dog_01.jpg,3,3,Celery_02.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES,2435,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,74,1,Dog_01.jpg_Celery_02.jpg,16,1574,regular,"NA"
none,Peaches.wav,none,0,0,Peaches_02.jpg,2,1,Swelling_02.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),808,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,75,1,Peaches_02.jpg_Swelling_02.jpg,16,1575,regular,"NA"
none,Popsicle.wav,none,0,0,Popsicle_01.jpg,2,3,Coconut_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1256,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,76,1,Popsicle_01.jpg_Coconut_02.jpg,16,1576,regular,"NA"
none,Bunny.wav,none,0,0,Bunny_02.jpg,1,1,Orange_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1432,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,77,1,Bunny_02.jpg_Orange_01.jpg,16,1577,regular,"NA"
none,pipi.wav,none,0,0,ESlide6.jpg,2,3,RSlide9.jpg,3,1,none,0,0,none,0,0,none,0,0,2,no,NO,856,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,78,0,ESlide6.jpg_RSlide9.jpg,16,1578,test,edgy
none,Apple.wav,none,0,0,Apple_02.jpg,2,3,Banana_01.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),2494,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,79,1,Apple_02.jpg_Banana_01.jpg,16,1579,regular,"NA"
none,Bunny.wav,none,0,0,Bunny_01.jpg,2,1,Straw_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1416,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,80,1,Bunny_01.jpg_Straw_01.jpg,16,1580,regular,"NA"
none,Ball.wav,none,0,0,Ball_01.jpg,1,2,Noodles_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1151,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,81,1,Ball_01.jpg_Noodles_02.jpg,16,1581,regular,"NA"
none,Stethoscope.wav,none,0,0,Stethoscope_01.jpg,1,3,Strawberries_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1135,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,82,1,Stethoscope_01.jpg_Strawberries_01.jpg,16,1582,regular,"NA"
none,Car.wav,none,0,0,Car_02.jpg,2,3,Fridge_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES,1316,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,83,1,Car_02.jpg_Fridge_01.jpg,16,1583,regular,"NA"
none,Orange.wav,none,0,0,Orange_02.jpg,3,1,Baby_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1139,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,84,0,Orange_02.jpg_Baby_01.jpg,16,1584,regular,"NA"
none,Apple.wav,none,0,0,Apple_01.jpg,3,1,Rock_02.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1311,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,85,0,Apple_01.jpg_Rock_02.jpg,16,1585,regular,"NA"
none,Banana.wav,none,0,0,Banana_02.jpg,2,3,Blackberries_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1100,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,86,1,Banana_02.jpg_Blackberries_02.jpg,16,1586,regular,"NA"
none,Grapes.wav,none,0,0,Grapes_01.jpg,3,3,Oil_01.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1088,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,87,1,Grapes_01.jpg_Oil_01.jpg,16,1587,regular,"NA"
none,fefe.wav,none,0,0,Eshape.jpg,2,1,RSlide21.jpg,3,3,none,0,0,none,0,0,none,0,0,2,no,YES,1015,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,88,1,Eshape.jpg_RSlide21.jpg,16,1588,test,edgy
none,Blueberry.wav,none,0,0,Blueberry_01.jpg,1,3,Ball_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1040,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,89,1,Blueberry_01.jpg_Ball_01.jpg,16,1589,regular,"NA"
none,Tomato.wav,none,0,0,Tomato_02.jpg,1,1,Apricot_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,NO,2400,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,90,0,Tomato_02.jpg_Apricot_01.jpg,16,1590,regular,"NA"
none,Swelling.wav,none,0,0,Swelling_01.jpg,1,3,Orangutan_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1644,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,91,1,Swelling_01.jpg_Orangutan_02.jpg,16,1591,regular,"NA"
none,Hose.wav,none,0,0,Hose_02.jpg,2,2,Turtle_02.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1008,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,92,1,Hose_02.jpg_Turtle_02.jpg,16,1592,regular,"NA"
none,Nyota.wav,none,0,0,Nyota_01.jpg,3,2,Foot_01.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,NO,2079,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,93,0,Nyota_01.jpg_Foot_01.jpg,16,1593,regular,"NA"
none,Potato.wav,none,0,0,Potato_02.jpg,2,2,Cheese_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),904,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,94,1,Potato_02.jpg_Cheese_01.jpg,16,1594,regular,"NA"
none,sisi.wav,none,0,0,ESlide38.jpg,2,1,RSlide37.jpg,3,3,none,0,0,none,0,0,none,0,0,2,no,YES,1042,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,95,1,ESlide38.jpg_RSlide37.jpg,16,1595,test,edgy
none,Noodles.wav,none,0,0,Noodles_01.jpg,3,2,Hat_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1643,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,96,1,Noodles_01.jpg_Hat_01.jpg,16,1596,regular,"NA"
none,Juice.wav,none,0,0,Juice_02.jpg,1,1,Fire_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1596,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,97,1,Juice_02.jpg_Fire_01.jpg,16,1597,regular,"NA"
none,Snake.wav,none,0,0,Snake_02.jpg,3,2,Groom_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),844,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,98,1,Snake_02.jpg_Groom_02.jpg,16,1598,regular,"NA"
none,Baby.wav,none,0,0,Baby_02.jpg,2,1,Onion_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1268,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,99,1,Baby_02.jpg_Onion_02.jpg,16,1599,regular,"NA"
none,Stick.wav,none,0,0,Stick_02.jpg,2,2,Popsicle_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1039,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_31_03_48_09.csv,100,1,Stick_02.jpg_Popsicle_02.jpg,16,1600,regular,"NA"
