SamplePic,SampleSound,SampleMovie,r,c,Correct,r_1,c_1,Foil1,r_2,c_2,Foil2,r_3,c_3,Foil3,r_4,c_4,Foil4,r_5,c_5,SampleMode,Feedback,Correct_1,RT,Comment,filename,trial,correct,shape_combination,session,cont_trial,condition,test_shape
none,Trash.wav,none,0,0,Trash_02.jpg,3,3,Green Bean_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1157,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,34,1,Trash_02.jpg_Green Bean_02.jpg,8,734,regular,"NA"
none,Balloon.wav,none,0,0,Balloon_02.jpg,1,1,Carrot_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1329,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,35,1,Balloon_02.jpg_Carrot_01.jpg,8,735,regular,"NA"
none,dodo.wav,none,0,0,RSlide26.jpg,2,1,Eshape3.jpg,3,3,none,0,0,none,0,0,none,0,0,2,no,YES,861,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,36,1,RSlide26.jpg_Eshape3.jpg,8,736,test,round
none,Water.wav,none,0,0,Water_01.jpg,2,3,Oil_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,NO,1585,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,37,0,Water_01.jpg_Oil_02.jpg,8,737,regular,"NA"
none,String.wav,none,0,0,String_02.jpg,3,2,Knife_02.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1109,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,38,1,String_02.jpg_Knife_02.jpg,8,738,regular,"NA"
none,Turtle.wav,none,0,0,Turtle_01.jpg,3,2,Lettuce_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1201,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,39,1,Turtle_01.jpg_Lettuce_01.jpg,8,739,regular,"NA"
none,Bird.wav,none,0,0,Bird_01.jpg,2,1,Apricot_02.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1169,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,40,1,Bird_01.jpg_Apricot_02.jpg,8,740,regular,"NA"
none,Popsicle.wav,none,0,0,Popsicle_02.jpg,3,1,Fish_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES,865,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,41,1,Popsicle_02.jpg_Fish_01.jpg,8,741,regular,"NA"
none,Oil.wav,none,0,0,Oil_02.jpg,3,2,Coconut_01.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1716,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,42,1,Oil_02.jpg_Coconut_01.jpg,8,742,regular,"NA"
none,Milk.wav,none,0,0,Milk_01.jpg,1,3,Pinecone_02.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1289,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,43,1,Milk_01.jpg_Pinecone_02.jpg,8,743,regular,"NA"
none,Tv.wav,none,0,0,Tv_01.jpg,2,3,Baby_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES,1238,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,44,1,Tv_01.jpg_Baby_02.jpg,8,744,regular,"NA"
none,Raisin.wav,none,0,0,Raisin_01.jpg,3,1,Car_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1185,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,45,1,Raisin_01.jpg_Car_01.jpg,8,745,regular,"NA"
none,Apple.wav,none,0,0,Apple_01.jpg,2,2,Bunny_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,NO,1180,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,46,0,Apple_01.jpg_Bunny_01.jpg,8,746,regular,"NA"
none,Elikya.wav,none,0,0,Elikya_02.jpg,1,1,Peaches_02.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1101,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,47,1,Elikya_02.jpg_Peaches_02.jpg,8,747,regular,"NA"
none,Banana.wav,none,0,0,Banana_02.jpg,2,2,Ear_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),900,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,48,1,Banana_02.jpg_Ear_02.jpg,8,748,regular,"NA"
none,Car.wav,none,0,0,Car_01.jpg,1,1,Trash_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),2348,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,49,1,Car_01.jpg_Trash_01.jpg,8,749,regular,"NA"
none,fifi.wav,none,0,0,Eshape4.jpg,3,3,RSlide37.jpg,2,2,none,0,0,none,0,0,none,0,0,2,no,NO,832,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,50,0,Eshape4.jpg_RSlide37.jpg,8,750,test,edgy
none,Cereal.wav,none,0,0,Cereal_01.jpg,1,1,Apple_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1197,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,51,1,Cereal_01.jpg_Apple_02.jpg,8,751,regular,"NA"
none,Bug.wav,none,0,0,Bug_02.jpg,1,2,Noodles_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1161,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,52,1,Bug_02.jpg_Noodles_01.jpg,8,752,regular,"NA"
none,Fish.wav,none,0,0,Fish_02.jpg,1,3,Ice_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1377,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,53,1,Fish_02.jpg_Ice_02.jpg,8,753,regular,"NA"
none,Stethoscope.wav,none,0,0,Stethoscope_01.jpg,1,1,Backpack_02.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,NO,1513,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,54,0,Stethoscope_01.jpg_Backpack_02.jpg,8,754,regular,"NA"
none,Mouth.wav,none,0,0,Mouth_02.jpg,2,3,Ice_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES,1617,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,55,1,Mouth_02.jpg_Ice_01.jpg,8,755,regular,"NA"
none,Pineapple.wav,none,0,0,Pineapple_01.jpg,3,2,Tea_01.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),908,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,56,1,Pineapple_01.jpg_Tea_01.jpg,8,756,regular,"NA"
none,Banana.wav,none,0,0,Banana_01.jpg,1,2,Tomato_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1732,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,57,1,Banana_01.jpg_Tomato_01.jpg,8,757,regular,"NA"
none,Mouth.wav,none,0,0,Mouth_01.jpg,3,1,Spoon_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),941,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,58,1,Mouth_01.jpg_Spoon_01.jpg,8,758,regular,"NA"
none,Kanzi.wav,none,0,0,Kanzi_02.jpg,2,2,Mouth_01.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1193,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,59,1,Kanzi_02.jpg_Mouth_01.jpg,8,759,regular,"NA"
none,gugu.wav,none,0,0,RSlide19.jpg,1,1,ESlide38.jpg,2,3,none,0,0,none,0,0,none,0,0,2,no,YES,753,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,60,1,RSlide19.jpg_ESlide38.jpg,8,760,test,round
none,Car.wav,none,0,0,Car_02.jpg,3,2,Fish_02.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1633,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,61,1,Car_02.jpg_Fish_02.jpg,8,761,regular,"NA"
none,Matata.wav,none,0,0,Matata_02.jpg,3,3,Juice_02.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1273,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,62,1,Matata_02.jpg_Juice_02.jpg,8,762,regular,"NA"
none,Hand.wav,none,0,0,Hand_01.jpg,3,2,Lemon_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),929,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,63,1,Hand_01.jpg_Lemon_01.jpg,8,763,regular,"NA"
none,Swelling.wav,none,0,0,Swelling_01.jpg,3,3,Rock_01.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1320,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,64,1,Swelling_01.jpg_Rock_01.jpg,8,764,regular,"NA"
none,Lettuce.wav,none,0,0,Lettuce_01.jpg,2,2,Toothbrush_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,NO,1173,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,65,0,Lettuce_01.jpg_Toothbrush_02.jpg,8,765,regular,"NA"
none,Ball.wav,none,0,0,Ball_02.jpg,1,2,Raisin_02.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1877,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,66,1,Ball_02.jpg_Raisin_02.jpg,8,766,regular,"NA"
none,dudu.wav,none,0,0,RSlide17.jpg,1,2,ESlide6.jpg,2,3,none,0,0,none,0,0,none,0,0,2,no,YES,928,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,67,1,RSlide17.jpg_ESlide6.jpg,8,767,test,round
none,Tummy.wav,none,0,0,Tummy_02.jpg,1,3,Stick_01.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1345,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,68,1,Tummy_02.jpg_Stick_01.jpg,8,768,regular,"NA"
none,Tea.wav,none,0,0,Tea_01.jpg,1,2,Cooler_02.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),2081,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,69,1,Tea_01.jpg_Cooler_02.jpg,8,769,regular,"NA"
none,Juice.wav,none,0,0,Juice_01.jpg,3,1,Knife_01.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),844,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,70,1,Juice_01.jpg_Knife_01.jpg,8,770,regular,"NA"
none,Water.wav,none,0,0,Water_02.jpg,1,2,Ball_01.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1676,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,71,1,Water_02.jpg_Ball_01.jpg,8,771,regular,"NA"
none,Shoe.wav,none,0,0,Shoe_02.jpg,2,2,Cherries_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES,2317,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,72,1,Shoe_02.jpg_Cherries_01.jpg,8,772,regular,"NA"
none,Milk.wav,none,0,0,Milk_02.jpg,2,2,Pear_01.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),2032,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,73,1,Milk_02.jpg_Pear_01.jpg,8,773,regular,"NA"
none,Blanket.wav,none,0,0,Blanket_02.jpg,3,3,Lighter_02.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1521,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,74,0,Blanket_02.jpg_Lighter_02.jpg,8,774,regular,"NA"
none,Hand.wav,none,0,0,Hand_02.jpg,3,3,Pillow_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1137,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,75,1,Hand_02.jpg_Pillow_01.jpg,8,775,regular,"NA"
none,Carrot.wav,none,0,0,Carrot_01.jpg,1,3,Maisha_02.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1717,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,76,0,Carrot_01.jpg_Maisha_02.jpg,8,776,regular,"NA"
none,Key.wav,none,0,0,Key_01.jpg,2,1,Green Bean_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1273,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,77,1,Key_01.jpg_Green Bean_01.jpg,8,777,regular,"NA"
none,Noodles.wav,none,0,0,Noodles_01.jpg,2,3,Popsicle_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1813,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,78,1,Noodles_01.jpg_Popsicle_02.jpg,8,778,regular,"NA"
none,nono.wav,none,0,0,RSlide27.jpg,3,1,Eshape.jpg,2,2,none,0,0,none,0,0,none,0,0,2,no,YES,858,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,79,1,RSlide27.jpg_Eshape.jpg,8,779,test,round
none,Shirt.wav,none,0,0,Shirt_01.jpg,3,2,Tv_01.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,NO,1152,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,80,0,Shirt_01.jpg_Tv_01.jpg,8,780,regular,"NA"
none,Yogurt.wav,none,0,0,Yogurt_01.jpg,3,1,Camera_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),985,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,81,1,Yogurt_01.jpg_Camera_01.jpg,8,781,regular,"NA"
none,Grapes.wav,none,0,0,Grapes_02.jpg,2,3,Squirrel_01.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES,1181,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,82,1,Grapes_02.jpg_Squirrel_01.jpg,8,782,regular,"NA"
none,Pineapple.wav,none,0,0,Pineapple_02.jpg,3,3,Juice_01.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1201,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,83,1,Pineapple_02.jpg_Juice_01.jpg,8,783,regular,"NA"
none,Watermelon.wav,none,0,0,Watermelon_02.jpg,1,2,Vitamin_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1409,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,84,1,Watermelon_02.jpg_Vitamin_02.jpg,8,784,regular,"NA"
none,Foot.wav,none,0,0,Foot_02.jpg,3,3,Bird_02.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1694,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,85,1,Foot_02.jpg_Bird_02.jpg,8,785,regular,"NA"
none,Pillow.wav,none,0,0,Pillow_02.jpg,2,1,Orangutan_02.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1697,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,86,1,Pillow_02.jpg_Orangutan_02.jpg,8,786,regular,"NA"
none,Potato.wav,none,0,0,Potato_01.jpg,1,1,Stethoscope_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),926,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,87,1,Potato_01.jpg_Stethoscope_02.jpg,8,787,regular,"NA"
none,sisi.wav,none,0,0,ESlide34.jpg,2,3,Rshape5.jpg,1,2,none,0,0,none,0,0,none,0,0,2,no,NO,885,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,88,0,ESlide34.jpg_Rshape5.jpg,8,788,test,edgy
none,Snake.wav,none,0,0,Snake_01.jpg,1,1,Melon_02.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1457,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,89,1,Snake_01.jpg_Melon_02.jpg,8,789,regular,"NA"
none,Swelling.wav,none,0,0,Swelling_02.jpg,3,1,Sugar Cane_01.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),929,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,90,1,Swelling_02.jpg_Sugar Cane_01.jpg,8,790,regular,"NA"
none,Vitamin.wav,none,0,0,Vitamin_02.jpg,1,1,Bowl_02.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,NO,1128,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,91,0,Vitamin_02.jpg_Bowl_02.jpg,8,791,regular,"NA"
none,Blackberries.wav,none,0,0,Blackberries_02.jpg,1,3,Bread_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1097,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,92,1,Blackberries_02.jpg_Bread_02.jpg,8,792,regular,"NA"
none,Peas.wav,none,0,0,Peas_01.jpg,3,2,Tomato_02.jpg,2,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1606,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,93,1,Peas_01.jpg_Tomato_02.jpg,8,793,regular,"NA"
none,Bubbles.wav,none,0,0,Bubbles_01.jpg,1,2,Brush_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,NO,1213,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,94,0,Bubbles_01.jpg_Brush_02.jpg,8,794,regular,"NA"
none,Trash.wav,none,0,0,Trash_01.jpg,2,2,Wipies_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,NO,1665,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,95,0,Trash_01.jpg_Wipies_02.jpg,8,795,regular,"NA"
none,Dog.wav,none,0,0,Dog_02.jpg,2,2,Groom_01.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1117,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,96,1,Dog_02.jpg_Groom_01.jpg,8,796,regular,"NA"
none,Shoe.wav,none,0,0,Shoe_01.jpg,1,1,Straw_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1469,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,97,1,Shoe_01.jpg_Straw_01.jpg,8,797,regular,"NA"
none,Pinecone.wav,none,0,0,Pinecone_01.jpg,2,1,Straw_02.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,YES,1080,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,98,1,Pinecone_01.jpg_Straw_02.jpg,8,798,regular,"NA"
none,fefe.wav,none,0,0,ESlide46.jpg,2,1,RSlide33.jpg,1,3,none,0,0,none,0,0,none,0,0,2,no,YES,885,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,99,1,ESlide46.jpg_RSlide33.jpg,8,799,test,edgy
none,Pear.wav,none,0,0,Pear_02.jpg,1,2,Raisin_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1360,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,100,1,Pear_02.jpg_Raisin_01.jpg,8,800,regular,"NA"
none,Oil.wav,none,0,0,Oil_01.jpg,2,1,Blackberries_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1646,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_10_12_33_03.csv,101,1,Oil_01.jpg_Blackberries_02.jpg,8,801,regular,"NA"
none,Strawberries.wav,none,0,0,Strawberries_01.jpg,1,3,Nyota_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1607,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,2,1,Strawberries_01.jpg_Nyota_02.jpg,9,802,regular,"NA"
none,Toothbrush.wav,none,0,0,Toothbrush_01.jpg,1,1,Cereal_01.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1443,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,3,1,Toothbrush_01.jpg_Cereal_01.jpg,9,803,regular,"NA"
none,nono.wav,none,0,0,RSlide27.jpg,1,2,Eshape3.jpg,2,3,none,0,0,none,0,0,none,0,0,2,no,NO,1145,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,4,0,RSlide27.jpg_Eshape3.jpg,9,804,test,round
none,Cherries.wav,none,0,0,Cherries_02.jpg,1,2,Blueberry_01.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1519,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,5,1,Cherries_02.jpg_Blueberry_01.jpg,9,805,regular,"NA"
none,Fridge.wav,none,0,0,Fridge_01.jpg,2,1,Stick_02.jpg,1,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1562,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,6,0,Fridge_01.jpg_Stick_02.jpg,9,806,regular,"NA"
none,Phone.wav,none,0,0,Phone_02.jpg,1,1,Pillow_02.jpg,3,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1977,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,7,1,Phone_02.jpg_Pillow_02.jpg,9,807,regular,"NA"
none,Turtle.wav,none,0,0,Turtle_02.jpg,2,2,Bubbles_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1585,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,8,1,Turtle_02.jpg_Bubbles_02.jpg,9,808,regular,"NA"
none,Balloon.wav,none,0,0,Balloon_01.jpg,2,1,Hand_02.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1170,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,9,1,Balloon_01.jpg_Hand_02.jpg,9,809,regular,"NA"
none,Bowl.wav,none,0,0,Bowl_02.jpg,3,1,Cooler_01.jpg,1,3,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1341,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,10,1,Bowl_02.jpg_Cooler_01.jpg,9,810,regular,"NA"
none,Peas.wav,none,0,0,Peas_02.jpg,3,2,Grapes_01.jpg,1,1,none,0,0,none,0,0,none,0,0,2,yes,YES (R),987,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,11,1,Peas_02.jpg_Grapes_01.jpg,9,811,regular,"NA"
none,Matata.wav,none,0,0,Matata_01.jpg,1,1,Onion_02.jpg,2,3,none,0,0,none,0,0,none,0,0,2,yes,YES,1178,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,12,1,Matata_01.jpg_Onion_02.jpg,9,812,regular,"NA"
none,Peaches.wav,none,0,0,Peaches_01.jpg,1,1,Hand_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES,941,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,13,1,Peaches_01.jpg_Hand_01.jpg,9,813,regular,"NA"
none,Bread.wav,none,0,0,Bread_02.jpg,3,3,Stethoscope_01.jpg,2,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1039,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,14,1,Bread_02.jpg_Stethoscope_01.jpg,9,814,regular,"NA"
none,Tomato.wav,none,0,0,Tomato_02.jpg,1,1,Pineapple_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,YES (R),1306,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,15,1,Tomato_02.jpg_Pineapple_02.jpg,9,815,regular,"NA"
none,Hat.wav,none,0,0,Hat_02.jpg,2,2,Lettuce_02.jpg,3,1,none,0,0,none,0,0,none,0,0,2,yes,YES,1325,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,16,1,Hat_02.jpg_Lettuce_02.jpg,9,816,regular,"NA"
none,lolo.wav,none,0,0,RSlide21.jpg,2,1,ESlide18.jpg,1,3,none,0,0,none,0,0,none,0,0,2,no,YES,1182,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,17,1,RSlide21.jpg_ESlide18.jpg,9,817,test,round
none,Hat.wav,none,0,0,Hat_01.jpg,2,1,Strawberries_02.jpg,3,2,none,0,0,none,0,0,none,0,0,2,yes,NO,1923,SAMPLE MODE 2 - sound only,../Data/raw_data/Testing//MTS_2020_08_12_10_55_59.csv,18,0,Hat_01.jpg_Strawberries_02.jpg,9,818,regular,"NA"
